Unnamed: 0,Course,Daytime_evening_attendance,Admission_grade,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_grade,Status_New,Status_0,Status_1,Status_2,Status,Attendance,Attendance_Category
809,9070,1,121.3,0,0,1,0,0,20,22.333333333333332,23.0,1,False,True,False,1,1,3
810,9238,1,109.1,0,1,0,0,1,22,0.0,0.0,0,True,False,False,0,0,0
811,9853,1,107.1,0,0,1,0,1,18,24.285714285714285,27.333333333333332,1,False,True,False,2,0,3
812,9500,1,129.2,0,0,1,0,1,18,28.291428571428572,27.255555555555556,1,False,True,False,2,0,3
813,9500,1,154.1,0,0,1,0,0,18,28.9,28.288888888888888,1,False,False,True,2,1,3
814,9853,1,147.2,0,0,1,0,0,18,31.428571428571427,30.0,1,False,False,True,2,0,3
815,9147,1,120.0,0,0,1,0,0,21,25.6,25.333333333333332,1,False,True,False,1,0,3
816,9070,1,130.8,0,0,1,0,0,20,25.0,23.0,1,False,True,False,1,0,3
817,9070,1,120.8,0,0,1,0,0,18,29.0,25.666666666666668,1,False,True,False,2,0,3
818,9500,1,125.4,0,0,0,0,1,20,26.92571428571429,26.328571428571433,1,True,False,False,1,3,3
819,8014,0,121.3,0,0,1,0,0,25,25.666666666666668,25.666666666666668,1,False,True,False,2,1,3
820,9147,1,127.0,0,0,1,0,1,18,24.0,23.2,1,False,True,False,2,0,3
821,171,1,151.6,0,0,1,0,0,19,0.0,0.0,1,True,False,False,2,0,0
822,9085,1,131.6,0,0,1,0,0,20,29.428571428571427,26.4,1,False,True,False,1,0,3
823,9238,1,106.0,0,0,1,0,1,20,25.142857142857142,26.571428571428573,1,False,True,False,2,1,3
824,9773,1,111.6,0,0,1,0,1,21,25.0,23.0,1,False,True,False,2,1,3
825,9670,1,117.3,0,0,1,0,0,18,28.0,28.0,1,False,False,True,2,0,3
826,9853,1,121.4,0,0,1,0,0,18,23.142857142857142,26.333333333333332,0,False,True,False,0,1,3
827,9070,1,126.1,0,0,1,0,1,18,31.666666666666668,30.666666666666668,1,False,False,True,2,1,3
828,9500,1,137.0,0,0,1,0,0,18,28.5,28.5,1,False,False,True,2,0,3
829,9670,1,120.8,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0,2,2
830,9254,1,128.7,0,0,1,0,0,20,23.333333333333332,22.0,0,False,True,False,0,1,3
831,9238,1,118.0,0,0,1,0,0,47,0.0,0.0,0,True,False,False,0,2,2
832,9130,1,120.0,0,1,1,0,0,21,26.4,25.0,1,True,False,False,1,1,3
833,9130,1,160.0,0,0,1,1,0,31,24.0,20.0,0,False,True,False,0,0,3
834,9119,1,150.0,0,0,1,1,0,46,0.0,0.0,0,True,False,False,0,1,1
835,9119,1,121.8,0,0,1,1,0,18,24.0,22.0,1,False,True,False,1,0,3
836,9119,1,125.4,1,0,1,1,0,19,26.666666666666668,21.5,0,False,True,False,0,1,3
837,9556,1,126.6,0,0,1,1,0,23,24.828571428571426,27.0,1,False,True,False,1,0,3
838,9130,1,150.0,0,0,0,1,0,22,0.0,0.0,0,True,False,False,0,2,2
839,9147,1,114.5,0,0,1,1,0,19,27.6,24.8,1,False,True,False,2,0,3
840,9147,1,107.0,0,1,0,0,0,19,0.0,0.0,0,True,False,False,0,0,0
841,9147,1,115.7,0,0,0,1,0,22,23.0,28.0,1,False,True,False,1,0,3
842,9130,1,120.0,0,1,0,1,0,29,0.0,0.0,0,True,False,False,0,0,0
843,9500,1,134.8,0,0,1,0,0,18,28.03333333333333,28.03333333333333,1,False,False,True,2,1,3
844,9238,1,133.6,0,0,1,0,0,18,22.8,21.6,1,False,True,False,2,0,3
845,171,1,129.0,0,1,0,0,1,23,0.0,0.0,0,True,False,False,0,1,1
846,9991,0,128.4,0,0,1,0,0,34,20.8,24.0,1,False,True,False,2,0,3
847,9147,1,122.2,0,0,1,0,0,19,21.333333333333332,20.5,1,False,True,False,2,0,3
848,9085,1,113.3,0,0,1,0,0,18,28.5,25.428571428571427,1,False,True,False,1,1,3
849,9500,1,129.9,0,0,1,0,1,20,27.828571428571426,28.2125,1,False,False,True,2,1,3
850,9500,1,126.2,0,0,1,0,0,19,27.522222222222226,25.6475,1,False,True,False,2,0,3
851,9853,1,112.6,0,0,1,0,0,22,25.2,22.5,1,False,True,False,1,0,3
852,9238,1,149.0,0,0,1,0,1,23,27.714285714285715,28.333333333333332,1,False,False,True,2,0,3
853,9500,1,120.0,0,0,1,1,1,34,27.685714285714287,27.685714285714287,1,False,True,False,2,0,3
854,9119,1,120.4,0,1,0,1,0,18,0.0,0.0,1,True,False,False,1,0,0
855,9773,1,128.1,1,0,1,1,0,21,23.6,0.0,0,True,False,False,0,3,3
856,9238,1,141.7,0,0,1,1,0,22,25.333333333333332,27.666666666666668,0,False,True,False,0,0,3
857,9003,1,130.0,0,0,1,1,0,28,0.0,0.0,0,True,False,False,0,0,0
858,9119,1,113.3,0,0,1,1,0,23,0.0,0.0,0,True,False,False,0,0,0
859,9773,1,105.9,0,0,1,1,0,20,21.5,20.0,0,False,True,False,0,0,3
860,9119,1,122.7,0,0,1,1,0,18,25.2,26.5,0,False,True,False,0,0,3
861,9147,1,120.0,0,1,0,1,0,28,0.0,0.0,0,True,False,False,0,0,0
862,9070,1,119.8,0,0,1,1,0,21,24.0,24.285714285714285,0,False,True,False,0,0,3
863,9670,1,122.9,0,1,0,1,0,25,28.0,29.0,0,False,False,True,0,0,3
864,9085,1,160.0,1,0,0,1,0,19,28.0,27.0,0,False,True,False,0,0,3
865,9500,1,125.2,0,0,1,1,1,18,29.365714285714287,30.11111111111111,1,False,False,True,2,1,3
866,9119,1,143.4,0,0,1,1,0,29,0.0,0.0,0,True,False,False,0,1,1
867,9119,1,96.7,0,0,1,1,1,29,0.0,0.0,0,True,False,False,0,2,2
868,9254,1,126.9,0,0,1,1,0,20,27.714285714285715,25.6,1,False,True,False,2,1,3
869,171,1,143.1,0,0,1,1,0,18,0.0,0.0,1,True,False,False,2,0,0
870,9254,1,114.5,0,0,1,1,0,20,26.285714285714285,25.0,1,False,True,False,2,1,3
871,9119,1,140.0,0,0,1,1,0,33,36.0,26.0,0,False,False,True,0,1,3
872,9991,0,113.7,0,0,1,1,0,30,22.923076923076923,23.166666666666668,1,False,True,False,2,0,3
873,9556,1,131.5,0,0,1,1,1,21,22.4,23.166666666666668,1,False,True,False,1,1,3
874,9003,1,143.5,0,1,1,1,0,18,30.0,29.0,1,False,False,True,2,0,3
875,9500,1,126.8,0,0,1,1,1,19,28.488888888888887,24.466666666666665,1,False,True,False,2,1,3
876,9070,1,115.2,0,0,1,1,1,21,23.0,22.0,0,False,True,False,0,0,3
877,9556,1,100.0,0,0,1,1,1,25,20.0,0.0,0,True,False,False,0,3,3
878,9670,1,121.4,0,0,1,1,0,19,24.666666666666668,23.2,1,False,True,False,2,1,3
879,9070,1,120.0,0,0,1,1,0,23,24.4,24.285714285714285,0,False,True,False,0,1,3
880,9070,1,129.9,0,0,1,1,1,19,27.333333333333332,26.4,1,False,True,False,2,0,3
881,171,1,151.1,0,0,1,1,0,19,0.0,0.0,1,True,False,False,2,2,2
882,9003,1,120.0,0,1,0,1,0,31,22.0,0.0,0,True,False,False,0,3,3
883,9003,1,130.0,0,1,0,1,0,32,26.0,22.857142857142858,0,True,False,False,0,0,3
884,9500,1,119.0,0,0,1,0,1,19,25.199999999999996,25.199999999999996,1,False,True,False,2,0,3
885,9773,1,122.0,0,0,1,0,0,34,24.4,24.666666666666668,1,False,True,False,2,0,3
886,9773,1,129.7,0,0,1,0,0,21,26.333333333333332,26.0,1,False,True,False,2,0,3
887,9238,1,112.5,0,0,1,0,1,53,22.0,22.0,1,False,True,False,2,0,3
888,9500,1,136.0,0,0,1,0,1,19,28.02857142857143,30.7,1,False,False,True,2,1,3
889,9773,1,133.1,0,0,1,0,1,20,26.0,22.5,1,False,True,False,2,1,3
890,9773,1,151.3,0,0,1,0,0,18,28.0,29.333333333333332,1,False,False,True,2,0,3
891,171,1,133.3,0,0,0,0,0,32,0.0,0.0,0,True,False,False,0,0,0
892,9500,1,130.8,0,0,1,0,1,21,28.857142857142858,28.857142857142858,1,False,False,True,2,0,3
893,8014,0,140.0,0,0,0,0,0,26,0.0,0.0,0,True,False,False,0,0,0
894,9085,1,150.0,0,0,1,0,0,26,23.666666666666668,24.923076923076923,1,False,True,False,2,0,3
895,9991,0,130.0,0,0,0,0,0,21,22.666666666666668,26.0,0,True,False,False,0,3,3
896,9773,1,125.3,0,0,1,0,0,18,25.0,26.0,1,True,False,False,2,3,3
897,9070,1,124.0,0,0,1,0,1,21,26.666666666666668,25.090909090909086,1,False,True,False,2,1,3
898,9254,1,113.8,0,0,1,0,0,21,21.666666666666668,22.0,1,False,True,False,1,1,3
899,9670,1,124.4,0,0,1,0,1,19,26.0,28.0,1,False,True,False,2,0,3
900,9147,1,107.7,0,0,1,0,0,19,20.0,28.0,0,False,True,False,0,0,3
901,9238,1,110.0,0,0,1,0,1,19,22.857142857142858,22.4,1,False,True,False,2,1,3
902,9500,1,130.0,0,0,1,0,0,27,25.775,25.775,1,False,True,False,2,1,3
903,9500,1,138.8,0,0,1,0,1,18,25.9,25.9,1,False,True,False,2,0,3
904,9147,1,126.3,0,0,1,0,0,20,20.0,0.0,0,True,False,False,0,3,3
905,9500,1,114.5,0,0,1,0,1,19,26.18857142857143,25.1,1,False,True,False,2,1,3
906,9670,1,116.5,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0,0,0
907,9238,1,128.6,0,0,1,0,1,19,23.428571428571427,22.0,1,False,True,False,2,0,3
908,9238,1,130.0,0,0,1,0,0,20,22.5,20.0,1,False,True,False,1,1,3
909,171,1,134.6,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0,0,0
910,9853,1,146.8,0,0,1,0,0,18,26.333333333333332,26.666666666666668,1,False,True,False,2,0,3
911,9085,1,135.7,0,0,1,0,0,20,25.5,26.8,1,False,True,False,2,0,3
912,9991,0,120.0,0,0,0,0,0,38,21.2,22.0,0,True,False,False,0,3,3
913,8014,0,138.0,0,0,1,0,0,42,22.4,24.0,1,False,True,False,2,1,3
914,9500,1,135.5,0,0,1,0,0,32,0.0,0.0,0,True,False,False,0,2,2
915,9773,1,120.0,0,0,1,0,0,22,26.0,27.333333333333332,1,False,True,False,2,0,3
916,9991,0,111.7,0,0,1,0,0,28,0.0,0.0,0,True,False,False,0,0,0
917,8014,0,100.0,0,0,1,0,0,37,0.0,0.0,0,True,False,False,0,0,0
918,9003,1,160.0,0,0,1,0,0,43,28.333333333333332,30.0,1,False,False,True,2,1,3
919,8014,0,114.8,0,0,1,0,1,41,25.666666666666668,24.666666666666668,1,False,True,False,2,0,3
920,8014,0,131.0,0,0,1,0,1,29,23.5,20.8,1,False,True,False,2,1,3
921,8014,0,97.0,0,0,1,0,1,35,21.666666666666668,23.0,1,False,True,False,2,1,3
922,9238,1,131.7,0,0,1,0,0,18,23.5,24.5,0,False,True,False,0,1,3
923,9500,1,120.0,0,0,0,0,1,39,23.0,21.0,0,True,False,False,0,3,3
924,9991,0,110.0,0,0,1,0,0,37,20.0,22.666666666666668,1,False,True,False,1,1,3
925,9500,1,133.0,0,0,1,0,1,26,27.4,27.4,1,False,True,False,2,1,3
926,9085,1,140.0,0,0,1,0,0,32,28.0,0.0,0,True,False,False,0,3,3
927,8014,0,100.0,0,1,1,0,0,37,22.75,24.333333333333332,1,True,False,False,1,1,3
928,9085,1,129.3,0,1,1,0,0,28,0.0,0.0,1,True,False,False,1,0,0
929,9238,1,137.0,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0,1,1
930,9147,1,122.2,0,0,1,0,0,18,22.0,25.0,1,True,False,False,1,3,3
931,9853,1,108.0,0,0,1,0,1,19,26.0,26.571428571428573,1,False,True,False,2,1,3
932,9670,1,110.0,0,0,1,0,0,32,27.2,30.22222222222222,1,False,False,True,2,0,3
933,9147,1,127.7,0,0,1,0,0,31,22.0,23.0,0,False,True,False,0,1,3
934,9500,1,121.3,0,0,1,0,0,34,23.41142857142857,23.41142857142857,1,False,True,False,1,0,3
935,171,1,140.1,0,0,1,0,0,20,26.5,28.666666666666668,1,False,True,False,2,1,3
936,9500,1,114.8,0,0,1,0,0,28,21.5,20.0,0,False,True,False,0,0,3
937,9991,0,150.0,0,0,1,0,0,31,24.0,26.857142857142858,1,False,True,False,1,1,3
938,9773,1,131.7,0,0,1,0,0,18,25.333333333333332,24.5,1,False,True,False,1,0,3
939,8014,0,110.0,0,0,0,0,0,31,22.8,22.0,0,False,True,False,0,1,3
940,9773,1,105.5,0,0,1,0,0,19,26.0,24.8,1,False,True,False,2,1,3
941,9238,1,127.3,0,0,1,0,1,19,28.0,24.571428571428573,1,False,True,False,2,0,3
942,9238,1,130.0,0,0,1,0,0,31,0.0,0.0,1,True,False,False,1,0,0
943,9085,1,130.0,0,0,1,0,0,34,0.0,0.0,0,True,False,False,0,0,0
944,9556,1,122.7,0,0,1,0,1,18,30.571428571428573,32.15,1,False,False,True,2,1,3
945,9254,1,113.9,0,0,1,0,0,18,26.333333333333332,25.333333333333332,1,False,True,False,2,0,3
946,9147,1,151.1,0,1,1,1,0,19,27.2,25.666666666666668,1,False,True,False,2,0,3
947,9773,1,125.8,0,0,0,1,1,22,0.0,0.0,0,True,False,False,0,0,0
948,9670,1,128.2,0,0,1,1,0,32,22.8,23.0,1,False,True,False,2,0,3
949,9147,1,135.1,0,0,1,1,0,61,0.0,0.0,0,True,False,False,0,1,1
950,9991,0,120.2,0,0,1,1,0,30,22.0,23.2,1,False,True,False,2,1,3
951,9991,0,132.8,0,1,0,1,0,45,0.0,0.0,0,True,False,False,0,1,1
952,9003,1,140.0,0,0,1,1,0,20,27.142857142857142,25.333333333333332,1,False,True,False,2,1,3
953,9500,1,129.3,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0,0,0
954,9119,1,108.2,0,0,1,1,0,26,22.5,24.0,0,False,True,False,0,0,3
955,9670,1,125.4,0,0,1,1,0,19,26.666666666666668,22.0,0,False,True,False,0,0,3
956,9773,1,140.2,0,0,1,1,1,19,24.0,23.333333333333332,1,False,True,False,2,0,3
957,9773,1,116.1,0,0,1,1,0,19,25.0,26.0,1,False,True,False,2,0,3
958,9147,1,137.8,0,0,1,1,1,19,26.4,25.333333333333332,1,False,True,False,2,1,3
959,9670,1,128.4,0,0,0,1,0,19,0.0,0.0,0,True,False,False,0,0,0
960,9670,1,106.0,0,0,0,1,0,28,23.333333333333332,23.0,0,False,True,False,0,0,3
961,9147,1,130.2,0,0,1,1,0,24,26.933333333333337,27.285714285714285,1,False,True,False,2,0,3
962,9130,1,126.0,0,0,1,1,0,18,27.333333333333332,26.4,1,False,True,False,2,0,3
963,9119,1,141.0,0,0,1,1,0,18,23.333333333333332,25.0,1,False,True,False,1,0,3
964,9773,1,113.0,0,0,1,1,1,18,23.333333333333332,20.4,1,False,True,False,2,0,3
965,9003,1,120.0,0,0,1,1,0,21,26.8,24.8,1,False,True,False,2,1,3
966,9991,0,130.9,0,0,0,1,0,28,0.0,0.0,0,True,False,False,0,2,2
967,9003,1,120.0,0,0,1,1,0,58,0.0,0.0,0,True,False,False,0,0,0
968,9991,0,134.1,0,0,0,1,0,49,0.0,0.0,0,True,False,False,0,0,0
969,9119,1,120.0,0,0,1,1,0,24,21.333333333333332,21.0,1,False,True,False,1,1,3
970,9670,1,114.8,0,0,1,1,0,25,27.5,29.5,1,True,False,False,2,3,3
971,9147,1,123.0,0,0,1,1,0,33,20.0,0.0,0,True,False,False,0,3,3
972,9119,1,118.0,0,0,0,1,0,33,0.0,0.0,0,True,False,False,0,0,0
973,9853,1,100.0,0,0,1,1,0,40,32.0,31.0,1,False,False,True,2,1,3
974,9991,0,151.1,0,0,1,1,0,48,24.571428571428573,22.25,1,False,True,False,2,1,3
975,9119,1,116.9,0,1,0,1,0,18,24.0,20.666666666666668,1,True,False,False,1,1,3
976,9500,1,106.0,0,0,1,1,0,24,25.333333333333332,25.333333333333332,1,False,True,False,2,0,3
977,9085,1,127.1,0,0,1,1,1,23,23.6,26.5,1,False,True,False,2,0,3
978,9991,0,155.5,0,1,0,1,0,39,21.2,29.333333333333332,0,True,False,False,0,3,3
979,9003,1,101.0,0,0,1,1,0,21,23.8,24.5,1,False,True,False,2,1,3
980,9119,1,128.2,0,0,1,1,0,34,22.5,21.0,0,True,False,False,0,3,3
981,9991,0,113.0,0,0,1,1,1,41,22.0,22.8,1,False,True,False,1,1,3
982,9773,1,122.8,0,0,1,1,0,18,24.0,25.0,1,False,True,False,2,0,3
983,9991,0,145.6,0,0,1,1,0,34,23.5,21.666666666666668,1,False,True,False,1,1,3
984,9147,1,116.5,0,0,1,1,0,19,20.0,32.0,0,False,True,False,0,1,3
985,9500,1,142.0,0,0,1,1,0,19,27.428571428571427,27.428571428571427,1,False,True,False,2,0,3
986,9003,1,150.0,0,0,1,1,0,28,29.75,31.6,1,True,False,False,2,3,3
987,9070,1,133.3,0,0,1,1,0,18,21.6,0.0,0,True,False,False,0,3,3
988,9238,1,115.8,0,0,1,1,0,19,24.0,20.0,0,False,True,False,0,0,3
989,9085,1,100.0,0,1,0,1,0,19,25.0,27.0,0,True,False,False,0,0,3
990,9500,1,128.6,0,0,1,0,0,18,29.457142857142856,32.654545454545456,1,False,False,True,2,0,3
991,9130,1,137.1,0,0,1,0,0,18,24.0,29.6,1,False,True,False,2,1,3
992,9773,1,149.0,0,0,1,0,0,18,22.857142857142858,22.0,0,False,True,False,0,1,3
993,9238,1,147.0,0,0,1,0,0,19,28.333333333333332,27.0,1,False,True,False,2,1,3
994,9238,1,150.0,0,0,1,0,0,31,25.0,29.2,1,False,True,False,2,1,3
995,8014,0,103.5,0,0,1,0,1,33,28.333333333333332,28.666666666666668,1,False,False,True,2,0,3
996,9500,1,107.8,0,0,1,0,1,20,28.92,27.1,1,False,False,True,1,0,3
997,9085,1,130.0,0,0,1,0,0,22,25.6,23.0,1,False,True,False,1,0,3
998,9254,1,109.4,0,0,1,0,0,19,25.333333333333332,26.8,1,False,True,False,2,0,3
999,9070,1,143.6,0,0,1,0,0,18,25.0,26.0,0,False,True,False,0,1,3
1000,9070,1,124.3,1,0,1,0,0,18,0.0,0.0,0,True,False,False,0,0,0
1001,9670,1,119.5,0,0,0,0,0,18,0.0,0.0,0,True,False,False,0,0,0
1002,171,1,175.6,0,0,1,0,0,18,0.0,0.0,1,True,False,False,2,1,1
1003,9147,1,116.1,0,0,1,0,1,19,22.4,22.0,1,False,True,False,2,0,3
1004,9238,1,126.6,0,0,1,0,0,18,33.0,34.857142857142854,0,False,False,True,0,1,3
1005,9085,1,130.8,0,0,1,0,0,18,27.333333333333332,24.0,1,False,True,False,2,0,3
1006,9500,1,133.5,0,0,1,0,1,18,30.457142857142856,30.457142857142856,1,False,False,True,2,1,3
1007,9238,1,136.9,0,0,1,0,0,21,25.55555555555556,26.44444444444444,1,False,True,False,2,0,3
1008,9500,1,142.3,0,0,1,0,1,18,28.857142857142858,28.857142857142858,1,False,False,True,2,0,3
1009,9670,1,114.3,0,0,1,0,0,18,27.75,27.428571428571427,1,True,False,False,2,3,3
1010,9500,1,122.9,0,0,1,0,0,18,26.256,26.386666666666663,1,False,True,False,2,1,3
1011,9500,1,117.2,0,0,1,0,0,20,23.21,24.825,1,False,True,False,2,1,3
1012,9147,1,152.0,0,0,1,0,1,18,29.2,24.0,1,False,True,False,2,0,3
1013,9773,1,122.2,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0,0,0
1014,9147,1,101.7,0,0,1,0,1,20,23.6,23.2,1,False,True,False,2,0,3
1015,9254,1,119.9,0,0,1,0,0,20,24.666666666666668,24.666666666666668,1,False,True,False,2,0,3
1016,9147,1,123.7,0,1,1,0,1,19,22.0,0.0,0,True,False,False,0,3,3
1017,9070,1,121.8,0,0,1,0,1,19,26.363636363636363,25.818181818181817,1,True,False,False,2,3,3
1018,9670,1,106.1,1,1,0,0,1,18,22.0,0.0,0,True,False,False,0,3,3
1019,9773,1,124.3,0,1,1,0,1,19,23.666666666666668,24.571428571428573,1,False,True,False,2,1,3
1020,9500,1,124.3,0,0,1,0,1,20,25.9625,25.9625,1,False,True,False,2,0,3
1021,9147,1,117.4,0,0,1,0,0,21,22.666666666666668,22.4,1,False,True,False,2,1,3
1022,9500,1,112.7,0,0,1,0,0,21,23.36,23.36,1,False,True,False,2,0,3
1023,9070,1,123.7,0,0,1,0,0,20,29.0,27.0,1,False,False,True,2,0,3
1024,9853,1,105.8,0,0,1,0,0,19,26.285714285714285,25.714285714285715,1,False,True,False,2,1,3
1025,9085,1,124.2,0,0,0,0,0,21,23.0,21.0,0,False,True,False,0,1,3
1026,9085,1,122.3,0,0,1,0,0,18,28.4,23.6,1,False,True,False,2,0,3
1027,9254,1,123.7,0,0,1,0,1,19,23.333333333333332,24.4,1,False,True,False,2,0,3
1028,9500,1,129.8,0,0,1,0,0,18,26.35,29.75,1,False,False,True,2,0,3
1029,9500,1,123.8,0,0,1,0,1,19,26.628571428571433,26.628571428571433,1,False,True,False,2,1,3
1030,9147,1,126.4,0,0,1,0,1,18,21.2,21.0,1,False,True,False,2,0,3
1031,9853,1,115.1,0,0,1,0,1,18,24.0,21.5,1,False,True,False,1,0,3
1032,9773,1,138.4,0,0,1,0,0,18,26.857142857142858,28.285714285714285,1,False,True,False,2,0,3
1033,9085,1,118.2,0,0,1,0,1,18,26.5,31.142857142857142,1,False,False,True,2,1,3
1034,9070,1,121.7,0,0,1,0,0,18,26.0,0.0,0,True,False,False,0,3,3
1035,9070,1,118.0,0,0,1,0,1,18,28.666666666666668,28.0,1,False,False,True,1,0,3
1036,9238,1,119.8,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0,1,1
1037,9238,1,164.9,0,0,1,0,0,18,28.0,26.333333333333332,1,False,True,False,2,0,3
1038,9085,1,100.0,0,0,1,0,1,20,24.0,25.666666666666668,1,False,True,False,2,0,3
1039,9853,1,121.6,0,0,1,0,0,18,24.666666666666668,21.2,1,False,True,False,1,0,3
1040,9070,1,120.4,0,0,1,0,0,18,23.6,20.8,1,False,True,False,2,1,3
1041,9500,1,117.8,0,0,1,0,1,20,25.582857142857144,25.582857142857144,1,False,True,False,2,0,3
1042,9670,1,110.0,0,0,1,0,0,40,23.25,22.4,1,False,True,False,2,0,3
1043,9500,1,128.8,0,0,1,0,1,18,23.988888888888887,24.86285714285714,1,False,True,False,2,1,3
1044,9254,1,116.6,0,0,1,0,0,19,23.2,24.4,1,False,True,False,2,0,3
1045,9991,0,120.0,0,0,1,0,0,24,0.0,0.0,0,True,False,False,0,0,0
1046,9773,1,157.5,0,0,1,0,0,19,26.333333333333332,26.333333333333332,0,False,True,False,0,0,3
1047,9500,1,136.3,0,0,1,0,0,19,28.2,28.2,1,False,False,True,2,1,3
1048,9500,1,121.5,0,0,1,0,1,20,24.793333333333337,25.88571428571428,1,False,True,False,2,0,3
1049,9500,1,133.9,0,0,1,0,0,18,30.02857142857143,32.175,1,False,False,True,2,1,3
1050,171,1,136.8,0,0,1,0,1,18,0.0,0.0,1,True,False,False,2,0,0
1051,9500,1,133.5,0,0,1,0,0,19,28.1,30.2,1,False,False,True,2,0,3
1052,9500,1,130.0,0,0,1,0,0,18,29.7,30.4,0,False,False,True,0,0,3
1053,9085,1,140.0,0,0,1,0,0,19,26.0,26.0,1,False,True,False,2,1,3
1054,9500,1,132.7,0,0,1,0,1,19,29.575,31.725,1,False,False,True,2,0,3
1055,9500,1,117.8,0,0,1,0,1,19,27.4,29.34285714285715,1,True,False,False,2,3,3
1056,9500,1,126.1,0,0,1,0,1,19,24.99142857142857,24.485714285714288,0,False,True,False,0,1,3
1057,9500,1,120.0,0,0,1,0,0,19,29.133333333333336,29.133333333333336,1,False,False,True,2,1,3
1058,9670,1,100.0,0,1,0,0,0,25,22.4,22.5,0,True,False,False,0,1,3
1059,9500,1,116.8,0,0,1,0,0,20,25.371428571428567,25.371428571428567,1,False,True,False,2,1,3
1060,9238,1,128.3,0,1,0,0,0,23,27.142857142857142,26.5,0,False,True,False,0,0,3
1061,9070,1,117.0,0,0,1,0,0,20,0.0,0.0,0,True,False,False,0,0,0
1062,8014,0,131.5,0,0,1,0,0,27,22.0,22.333333333333332,1,False,True,False,2,0,3
1063,9500,1,134.8,0,0,1,0,0,18,28.89,28.89,1,False,False,True,2,0,3
1064,9853,1,146.6,0,1,1,0,0,18,27.2,23.5,1,True,False,False,1,1,3
1065,8014,0,130.0,0,1,0,0,0,23,28.0,29.25,0,False,False,True,0,1,3
1066,9500,1,127.5,0,0,1,0,1,19,26.833333333333332,26.833333333333332,1,False,True,False,2,1,3
1067,9147,1,123.0,0,0,1,0,0,18,24.666666666666668,22.8,1,False,True,False,2,1,3
1068,9500,1,100.0,0,0,1,0,0,20,26.2,29.625,1,False,True,False,2,0,3
1069,9670,1,114.2,0,0,1,0,0,18,26.4,25.6,1,False,True,False,2,0,3
1070,9500,1,123.5,0,0,1,0,1,19,29.5,29.5,1,False,False,True,2,1,3
1071,9238,1,144.3,0,0,1,0,1,19,26.285714285714285,28.666666666666668,1,True,False,False,2,3,3
1072,9853,1,142.2,0,0,1,0,0,19,25.0,25.0,1,False,True,False,1,1,3
1073,9085,1,161.9,0,0,1,0,0,18,27.5,29.714285714285715,1,False,False,True,2,1,3
1074,9238,1,135.9,0,0,1,0,0,18,24.8,26.0,1,False,True,False,2,1,3
1075,9773,1,110.1,0,0,1,0,0,18,26.666666666666668,24.0,1,False,True,False,2,0,3
1076,9853,1,122.5,0,0,0,0,0,28,23.454545454545457,24.0,0,False,True,False,0,1,3
1077,9254,1,138.1,0,0,1,0,0,19,25.0,28.0,0,False,True,False,0,1,3
1078,171,1,117.3,0,1,1,0,0,20,0.0,0.0,0,True,False,False,0,1,1
1079,9500,1,106.8,0,0,1,0,1,19,27.066666666666663,27.228571428571428,1,False,True,False,2,1,3
1080,9070,1,120.1,1,0,1,0,1,20,26.333333333333332,25.333333333333332,1,False,True,False,2,0,3
1081,9254,1,116.5,0,0,1,0,1,19,26.4,22.0,1,False,True,False,2,0,3
1082,9070,1,120.0,0,0,1,0,0,21,24.4,25.2,1,False,True,False,1,1,3
1083,9853,1,139.7,0,0,1,0,1,19,26.857142857142858,29.714285714285715,1,False,False,True,2,0,3
1084,9070,1,123.7,0,0,1,0,1,18,25.428571428571427,25.25,1,False,True,False,2,0,3
1085,9130,1,116.5,0,0,1,0,0,19,0.0,0.0,0,True,False,False,0,1,1
1086,9670,1,122.2,0,0,1,0,1,19,27.333333333333332,27.333333333333332,1,False,True,False,2,1,3
1087,9773,1,146.0,0,1,1,0,0,20,22.0,26.333333333333332,1,True,False,False,2,0,3
1088,9853,1,108.8,0,0,1,0,0,18,22.8,26.666666666666668,1,False,True,False,1,1,3
1089,171,1,133.0,0,0,1,0,0,18,0.0,0.0,1,True,False,False,1,0,0
1090,9130,1,123.8,0,0,1,0,0,18,24.0,24.0,1,False,True,False,2,0,3
1091,9773,1,120.0,0,0,1,0,0,18,0.0,0.0,0,True,False,False,0,0,0
1092,9238,1,126.9,0,0,1,0,0,18,22.0,23.333333333333332,1,False,True,False,2,1,3
1093,9773,1,121.3,0,0,1,0,0,20,24.0,23.142857142857142,0,False,True,False,0,1,3
1094,9500,1,129.0,0,0,1,0,1,19,26.617142857142856,25.1,1,False,True,False,2,1,3
1095,9853,1,114.9,0,1,0,0,0,21,27.333333333333332,21.333333333333332,0,True,False,False,0,0,3
1096,9670,1,106.5,0,1,0,0,0,20,0.0,0.0,0,True,False,False,0,0,0
1097,9254,1,133.9,0,0,1,0,0,18,24.4,22.5,1,False,True,False,2,0,3
